domain;dois_number;mean_visibility_index;h_index;category
https://entrepot.recherche.data.gouv.fr/;3;0.0;1;economic
https://open.flinders.edu.au/;3;0.0;1;social
https://rex.libraries.wsu.edu/;3;0.0;0;social
https://roots.ornl.gov/;3;0.0;1;social
https://salve.icmbio.gov.br/;3;0.0;0;social
https://www.ldbase.org:443/;3;0.0;0;social
https://www.youtube.com/;2;61.70956;0;economic
https://www.cambridge.org/;2;0.9506333333333333;0;social
https://www.ebi.ac.uk/;2;0.5706266666666667;0;economic
https://idus.us.es/;2;0.15596;0;economic
https://journals.asm.org/;2;0.11959666666666667;0;social
https://www.ncei.noaa.gov/;2;0.10818666666666667;1;economic
https://snd.gu.se/;2;0.10281833333333332;0;social
https://riuma.uma.es/;2;0.06438333333333333;0;economic
https://ddd.uab.cat/;2;0.05417666666666666;1;economic
https://edoc.hu-berlin.de/;2;0.03449833333333333;0;economic
https://osf.io/;2;0.030581666666666663;0;economic
https://digibuo.uniovi.es/;2;0.029971666666666664;0;social
https://www.cosmos.esa.int/;2;0.019786666666666668;0;social
http://digital.ucd.ie/;2;0.015529999999999999;0;economic
https://library.ucsd.edu/;2;0.008176666666666667;0;social
https://www.crossref.org/;2;0.007053333333333333;0;social
https://datadryad.org:443/;2;0.0054366666666666634;0;social
https://repisalud.isciii.es/;2;0.005323333333333333;0;social
https://scripts.iucr.org/;2;0.005026666666666666;0;social
https://repositories.lib.utexas.edu/;2;0.00326833333333333;0;social
https://scholarworks.smith.edu/;2;0.002955;0;economic
https://digitalcommons.lsu.edu/;2;0.002249999999999987;0;social
https://raciocinioclinico.com.br/;2;0.002163333333333334;0;social
https://www.unidata.unimib.it/;2;0.002098333333333333;0;economic
https://www.unidata.unimib.it/;2;0.002098333333333333;0;social
https://cyberleninka.ru/;2;0.00186166666666666;0;economic
https://materialsdata.nist.gov/;2;0.0018533333333333331;0;social
https://pure.iiasa.ac.at/;2;0.00150999999999999;0;economic
https://pure.iiasa.ac.at/;2;0.00150999999999999;1;social
http://eprints.lincoln.ac.uk/;2;0.00114;0;social
http://www.boldsystems.org/;2;0.0008;0;social
https://cmr.earthdata.nasa.gov/;2;0.0007033333333333334;0;social
https://prism.ucalgary.ca/;2;0.0007;0;social
https://reshare.ukdataservice.ac.uk/;2;0.0002683333333333333;1;economic
https://cortex.acr.org/;2;0.00024;0;economic
https://access.portico.org/;2;0.00021999999999999665;0;social
https://pancreapedia.org/;2;0.00020999999999999667;1;social
https://mnspruce.ornl.gov/;2;0.00017166666666666667;1;economic
https://bdc.c3sl.ufpr.br/;2;0.00015;1;economic
https://dataservices.gfz-potsdam.de/;2;0.00014666666666666664;2;social
https://repository.tcu.edu/;2;0.00012833333333333333;0;social
https://urgi.versailles.inra.fr/;2;6.333333333333333e-05;0;social
https://rs.figshare.com/;2;3.8333333333333334e-05;0;economic
https://data.bas.ac.uk/;2;3.1666666666666666e-05;0;social
https://alaska.usgs.gov/;2;3e-05;0;social
https://data.ncl.ac.uk/;2;3e-05;0;social
https://auckland.figshare.com/;2;2e-05;0;social
https://miig.sgc.gov.co/;2;1.6666666666666667e-05;0;social
https://tes-sfa.ornl.gov/;2;6.666666666666667e-06;0;social
https://data.library.arizona.edu/;2;1.6666666666666667e-06;0;social
http://130.179.67.140/;2;0.0;0;social
http://cxidb.org/;2;0.0;0;economic
http://data.utm.csic.es/;2;0.0;0;social
http://open-science.ub.ovgu.de/;2;0.0;0;social
https://acuresearchbank.acu.edu.au/;2;0.0;0;social
https://bl.iro.bl.uk/;2;0.0;0;social
https://bridges.monash.edu/;2;0.0;0;social
https://chooser.crossref.org/;2;0.0;0;social
https://clients.adaptivebiotech.com/;2;0.0;0;economic
https://data.msdlive.org/;2;0.0;0;economic
https://data.ngee-arctic.ornl.gov/;2;0.0;0;economic
https://data.openei.org/;2;0.0;1;economic
https://data.openei.org/;2;0.0;1;social
https://data.sciencespo.fr/;2;0.0;0;social
https://dataverse.lib.umanitoba.ca/;2;0.0;0;social
https://dataverse.nioz.nl/;2;0.0;0;social
https://dataverse.openforestdata.pl/;2;0.0;0;social
https://ets-data.sciopen.com/;2;0.0;0;social
https://open-research-data.zalf.de/;2;0.0;0;social
https://sciendo.com:443/;2;0.0;0;social
https://srda.sinica.edu.tw/;2;0.0;1;economic
https://ssh.datastations.nl/;2;0.0;0;economic
https://uclandata.uclan.ac.uk/;2;0.0;0;social
https://www.nursa.org/;2;0.0;0;social
https://www.jstor.org/;1;3.6351533333333337;0;social
https://www.erudit.org/;1;0.44825166666666666;0;economic
https://www.erudit.org/;1;0.44825166666666666;0;social
https://uvadoc.uva.es/;1;0.19376333333333334;0;economic
https://www.gbif.org/;1;0.16051833333333335;0;economic
https://www.aeaweb.org/;1;0.14786;0;economic
https://www.zora.uzh.ch/;1;0.13919;0;economic
https://www.zora.uzh.ch/;1;0.13919;0;social
https://www.uvm.edu/;1;0.12590166666666663;0;economic
https://www.ncei.noaa.gov/;1;0.10818666666666667;0;social
https://www.maxwell.vrac.puc-rio.br/;1;0.09480833333333333;0;economic
https://gredos.usal.es/;1;0.07249833333333333;0;economic
https://refubium.fu-berlin.de/;1;0.06551666666666665;0;economic
https://www.anl.gov/;1;0.040323333333333336;0;social
http://sedici.unlp.edu.ar/;1;0.04014333333333333;0;social
https://publikationen.bibliothek.kit.edu/;1;0.039836666666666666;0;economic
https://www.vliz.be/;1;0.03658333333333333;0;social
https://buleria.unileon.es/;1;0.03159666666666666;0;social
https://digibuo.uniovi.es/;1;0.029971666666666664;0;economic
https://www.psycharchives.org/;1;0.02258;0;social
https://public.tableau.com/;1;0.0214;0;economic
https://researchdata.bbk.ac.uk/;1;0.019848333333333336;0;economic
https://www.cosmos.esa.int/;1;0.019786666666666668;0;economic
https://rio.upo.es/;1;0.015643333333333332;0;economic
https://rio.upo.es/;1;0.015643333333333332;0;social
https://norden.diva-portal.org/;1;0.011926666666666664;0;economic
https://norden.diva-portal.org/;1;0.011926666666666664;0;social
https://www.un-ilibrary.org/;1;0.010464999999999993;0;economic
https://www.crossref.org/;1;0.007053333333333333;0;economic
https://scholarworks.iu.edu/;1;0.006713333333333334;0;social
https://search.gesis.org/;1;0.00654499999999999;0;economic
https://sedac.ciesin.columbia.edu/;1;0.0060999999999999995;1;economic
https://sedac.ciesin.columbia.edu/;1;0.0060999999999999995;1;social
https://datadryad.org:443/;1;0.0054366666666666634;0;economic
https://www.wider.unu.edu/;1;0.005223333333333333;0;economic
https://www.wider.unu.edu/;1;0.005223333333333333;0;social
https://repositorio.uc.cl/;1;0.00499;0;social
https://musiklexikon.ac.at:443/;1;0.0049833333333333335;0;economic
https://musiklexikon.ac.at:443/;1;0.0049833333333333335;0;social
http://www.homepages.ucl.ac.uk/;1;0.004883333333333333;0;social
